keyword,count,type
complexity,3,descriptor
disrupts,3,descriptor
panoramic view,3,object
neatly lined,3,descriptor
thoughtfully designed,3,descriptor
expected,3,descriptor
separation,3,descriptor
navigate mentally,3,descriptor
landscaped greenery,3,object
neatness,3,descriptor
purposeful,3,descriptor
placed,3,descriptor
water body,3,object
overall sense of order,3,descriptor
disorder,3,descriptor
highly organized,3,descriptor
regularity,3,descriptor
easy to grasp,3,descriptor
architectural styles,3,descriptor
seamlessly integrated,3,descriptor
less manicured,3,descriptor
neatly manicured,3,descriptor
consistent aesthetic,2,descriptor
well-organized environment,2,descriptor
moderately organized,2,descriptor
extensive,2,descriptor
seamless integration,2,descriptor
less coherent,2,descriptor
consistent arrangement,2,descriptor
urban landscape,2,descriptor
industrial,2,descriptor
institutional buildings,2,object
institutional,2,descriptor
neatly aligned,2,descriptor
street markings,2,object
archway,2,object
structure,2,object
marked,2,descriptor
intention,2,descriptor
variations,2,descriptor
unity,2,descriptor
linear structure,2,descriptor
deeply organized,2,descriptor
aesthetic,2,descriptor
well-marked,2,descriptor
harmoniously,2,descriptor
sports area,2,object
logically,2,descriptor
street network,2,object
lining,2,descriptor
intricate,2,descriptor
signage,2,object
managed,2,descriptor
maintaining,2,descriptor
campus,2,descriptor
benches,2,object
unfinished structures,2,object
urban planning,2,object
distinct directions,2,descriptor
clear sense of organization,2,descriptor
coherence score,2,descriptor
harmonious integration,2,descriptor
landscaped median,2,object
stairs,2,object
lack of organization,2,descriptor
utilitarian nature,2,descriptor
clearly laid out,2,descriptor
coherent design,2,descriptor
disorganization,2,descriptor
sense of purpose,2,descriptor
architectural design,2,object
road divisions,2,object
discernible layout,2,descriptor
coherent environment,2,descriptor
landmark,2,object
borders,2,object
signs,2,object
unevenness,2,descriptor
belong,2,descriptor
logical progression,2,descriptor
banners,2,object
textures,2,object
ongoing construction,2,descriptor
building architecture,2,object
intentional planning,2,descriptor
level of order,2,descriptor
moderately high,2,descriptor
clutter,2,descriptor
lined up,2,descriptor
urban street,2,object
functional order,2,descriptor
diverse,2,descriptor
moderate to high,2,descriptor
moderate level of order,2,descriptor
similar,2,descriptor
modern architectural style,2,descriptor
consistent maintenance,2,descriptor
fit,2,descriptor
slightly detract,2,descriptor
good level of coherence,2,descriptor
built structures,2,object
orderly environment,2,descriptor
less integrated,2,descriptor
scooters,2,object
intersecting,2,descriptor
apartment blocks,2,object
building lines,2,object
residential area,2,object
visual clutter,2,descriptor
straight lines,2,descriptor
urban space,2,object
urban design,2,object
in its place,2,descriptor
regular pattern,2,descriptor
stability,2,descriptor
distant buildings,2,object
designated areas,2,descriptor
body of water,2,object
clearly organized,2,descriptor
tidy,2,descriptor
planned design,2,descriptor
modern building,2,object
straightforward,2,descriptor
moderate coherence score,2,descriptor
uniform architectural style,2,descriptor
barriers,2,object
crosswalks,2,object
cracked,2,descriptor
minor disarray,2,descriptor
perceived coherence,2,descriptor
direction,2,descriptor
clear architectural lines,2,descriptor
uniform in design,2,descriptor
enhanced,2,descriptor
follows a pattern,2,descriptor
slight,2,descriptor
foliage,2,object
urban context,2,descriptor
inherent order,2,descriptor
easy comprehensibility,2,descriptor
easy,2,descriptor
truck,2,object
positioned,2,descriptor
overall design,2,descriptor
disharmony,2,descriptor
tree-lined paths,2,object
manicured lawns,2,object
scattered placement,2,descriptor
has its place,2,descriptor
clear lines of sight,2,descriptor
logical pattern,2,descriptor
residential complex,2,object
consistent upkeep,2,descriptor
bicycle parking,2,object
road network,2,object
open spaces,2,object
deliberate planning,2,descriptor
paved pathway,2,object
perfectly ordered,2,descriptor
components,2,object
everything seems to have its place,2,descriptor
well-ordered,2,descriptor
industrial elements,2,object
background,2,descriptor
developing,2,descriptor
road lines,2,object
developed,2,descriptor
less immediately understandable,2,descriptor
winding,2,descriptor
distant,2,descriptor
less perfectly organized,2,descriptor
undergrowth,2,object
natural order,2,descriptor
planted,2,descriptor
clear physical arrangement,2,descriptor
large,2,descriptor
different components,2,descriptor
parked bicycles,2,object
paving,2,object
curving,2,descriptor
landscaped medians,2,object
sculpture,2,object
urban green space,2,object
predictable structure,2,descriptor
recreational,2,descriptor
arrangement of elements,2,descriptor
sports facilities,2,object
sprawling,2,descriptor
built environments,2,descriptor
naturalistic,2,descriptor
seamless coherence,2,descriptor
central path,2,object
unified order,2,descriptor
designed environment,2,descriptor
street lighting,2,object
paving patterns,2,object
visual composition,2,descriptor
wide panorama,2,descriptor
balanced,2,descriptor
less organized,2,descriptor
lane markers,2,object
paved walkway,2,object
detract,2,descriptor
uniformly spaced,2,descriptor
minor,2,descriptor
clear progression,2,descriptor
clear divisions,2,descriptor
integrate,2,descriptor
organically grown,2,descriptor
intuitively grasp,2,descriptor
systematic arrangement,2,descriptor
easily comprehensible,2,descriptor
consistent presence,2,descriptor
consistent architectural styles,2,descriptor
intuitively organized,2,descriptor
overall order,2,descriptor
patterned,2,descriptor
unfinished,2,descriptor
perfectly organized,2,descriptor
consistent manner,2,descriptor
navigate visually,2,descriptor
curbs,2,object
thoughtfully arranged,2,descriptor
unique features,1,descriptor
visual consistency,1,descriptor
easy navigability,1,descriptor
different building styles,1,descriptor
functionalities,1,descriptor
uniform maintenance,1,descriptor
architectural details,1,object
deeply understandable,1,descriptor
diverge,1,descriptor
not particularly commanding,1,descriptor
integrates,1,descriptor
not exceptionally complex,1,descriptor
general arrangement,1,descriptor
neat arrangement,1,descriptor
function together,1,descriptor
different structures,1,descriptor
street features,1,object
logical order,1,descriptor
visible order,1,descriptor
easily digestible,1,descriptor
pedestrian walkways,1,object
road surface,1,object
road systems,1,object
smoother,1,descriptor
soil,1,object
marked spaces,1,object
naturalized,1,descriptor
varying density,1,descriptor
slightly irregular arrangement,1,descriptor
less rigidly organized,1,descriptor
design elements,1,object
clearly defines,1,descriptor
verges,1,object
planned urban setting,1,descriptor
larger,1,descriptor
haphazard arrangement,1,descriptor
waterway,1,object
anticipate,1,descriptor
ease in navigating,1,descriptor
intentionally organized,1,descriptor
academic buildings,1,object
moderate perception,1,descriptor
exceptionally clear,1,descriptor
uniformly constructed,1,descriptor
not strongly integrated,1,descriptor
landscaped environment,1,descriptor
clear physical order,1,descriptor
defined spaces,1,descriptor
naturally cohesive,1,descriptor
logic,1,descriptor
clear central focus,1,descriptor
thoughtful planning,1,descriptor
organized nature,1,descriptor
everything seeming to have its place,1,descriptor
manicured bushes,1,object
visual landscape,1,descriptor
less unified,1,descriptor
lack of diverse features,1,descriptor
clear narrative,1,descriptor
easily decipherable,1,descriptor
degree of organization,1,descriptor
complex structure,1,descriptor
cohesive narrative,1,descriptor
temporary disruption,1,descriptor
repeated patterns,1,descriptor
clear conceptual framework,1,descriptor
predictable manner,1,descriptor
commercial structures,1,object
less engaging,1,descriptor
intuitive sense of order,1,descriptor
orderly appearance,1,descriptor
slightly less intuitive,1,descriptor
high score for coherence,1,descriptor
marked parking spaces,1,object
levels,1,object
repetitive,1,descriptor
singular-purpose,1,descriptor
easily understandable layout,1,descriptor
understand,1,descriptor
concrete area,1,object
constructed,1,descriptor
mix of architectural styles,1,descriptor
unified perception,1,descriptor
reasonable coherence,1,descriptor
garden beds,1,object
temporary fencing,1,object
perceive,1,descriptor
logically laid out,1,descriptor
well-defined edges,1,descriptor
amenities,1,object
curves,1,descriptor
patches of ground,1,object
difficult to perceive,1,descriptor
apartments,1,object
bollards,1,object
promotes understanding,1,descriptor
vast expanse,1,descriptor
urban development,1,object
sharp,1,descriptor
reasonable level of order,1,descriptor
architecturally consistent,1,descriptor
entrance gates,1,object
thoroughfares,1,object
not strongly organic,1,descriptor
park setting,1,descriptor
feeling that everything has its place,1,descriptor
fork in the road,1,object
clear sense of layout,1,descriptor
integrated structure,1,descriptor
tiered seating,1,object
entry point,1,object
functions,1,descriptor
traffic control elements,1,object
functional elements,1,object
structured placement,1,descriptor
urban design,1,descriptor
predictable layout,1,descriptor
water's edge,1,object
bridge railings,1,object
ease in understanding,1,descriptor
space's arrangement,1,descriptor
facilities,1,object
boundary,1,object
fence,1,object
wear,1,descriptor
building's architecture,1,object
stone fences,1,object
repetitive design,1,descriptor
overall scene,1,descriptor
easy to process,1,descriptor
unique,1,descriptor
bicycle racks,1,object
building styles,1,object
roadside,1,object
untidy,1,descriptor
organizational features,1,object
park area,1,object
somewhat organized,1,descriptor
cones,1,object
roadsides,1,object
seamlessly harmonious,1,descriptor
functional design,1,descriptor
bridges,1,object
seating areas,1,object
linear nature,1,descriptor
residential blocks,1,object
street furniture,1,object
straightforward layout,1,descriptor
brick planters,1,object
parallel lines,1,descriptor
ordered arrangement,1,descriptor
makes sense,1,descriptor
planted sections,1,object
residential building,1,object
developed areas,1,descriptor
commercial building,1,object
organizational intent,1,descriptor
mix of natural and urban elements,1,descriptor
planned community,1,descriptor
road lanes,1,object
pedestrian path,1,object
navigate the space,1,descriptor
reasonable level of coherence,1,descriptor
sense of comprehensibility,1,descriptor
various,1,descriptor
natural setting,1,object
different,1,descriptor
perfect organization,1,descriptor
field markings,1,object
function,1,descriptor
sense of orderliness,1,descriptor
stadium seating areas,1,object
adjacent,1,descriptor
variability,1,descriptor
good organization,1,descriptor
visible progression,1,descriptor
traffic control systems,1,object
perfect sense of organization,1,descriptor
unmanaged,1,descriptor
piles of bricks,1,object
dense,1,descriptor
connection,1,descriptor
degree of planning,1,descriptor
planned structure,1,descriptor
rightful place,1,descriptor
pillars,1,object
feeling of order,1,descriptor
moderate to high degree of coherence,1,descriptor
consistent layout,1,descriptor
perceive the structure,1,descriptor
functional zones,1,object
parking area,1,object
visual,1,descriptor
identical,1,descriptor
lack of,1,descriptor
institutional setting,1,descriptor
basic layout,1,descriptor
visually harmonious,1,descriptor
interconnected system,1,descriptor
not perfectly organized,1,descriptor
structured urban environment,1,descriptor
landscape elements,1,object
bamboo,1,object
natural element,1,descriptor
paved surfaces,1,object
striking,1,descriptor
island,1,object
overall organizational principle,1,descriptor
clear distinction,1,descriptor
sense of elements,1,descriptor
deep sense of order,1,descriptor
consistent architecture,1,descriptor
reasonable sense of order,1,descriptor
transitional,1,descriptor
slight inconsistency,1,descriptor
naturally arranged,1,descriptor
urban elements,1,descriptor
patchy,1,descriptor
inconsistencies,1,descriptor
visual element,1,descriptor
image,1,object
less perfectly coherent,1,descriptor
infrastructure elements,1,object
arrangement of the space,1,descriptor
building design,1,object
parking signs,1,object
delineation,1,descriptor
street layouts,1,object
power lines,1,object
evenly distributed,1,descriptor
discernible organizational principle,1,descriptor
strong narrative,1,descriptor
complement,1,descriptor
segmentation,1,descriptor
not perfectly integrated,1,descriptor
mixture,1,descriptor
bricks,1,object
present,1,descriptor
modern style,1,descriptor
fenced sports field,1,object
visual logic,1,descriptor
geometric,1,descriptor
patches of greenery,1,object
visually coherent,1,descriptor
guidance,1,descriptor
visible effort,1,descriptor
varied styles,1,descriptor
advertisements,1,object
tree bases,1,object
parked items,1,object
visual impact,1,descriptor
limited,1,descriptor
urban background,1,object
presence,1,descriptor
slightly uneven,1,descriptor
unfinished areas,1,object
predictable pattern,1,descriptor
organized coherence,1,descriptor
clear path,1,descriptor
consistent style,1,descriptor
less orderly,1,descriptor
not complex,1,descriptor
harmonious whole,1,descriptor
visual fragmentation,1,descriptor
natural landscaping,1,object
ongoing,1,descriptor
mix of built and natural environments,1,descriptor
work,1,object
effortless coherence,1,descriptor
fit well together,1,descriptor
pavements,1,object
situated logically,1,descriptor
overall sense of organization,1,descriptor
thoughtfully spaced,1,descriptor
clear urban layout,1,descriptor
basic structure,1,descriptor
unified arrangement,1,descriptor
urban fabric,1,object
organized framework,1,descriptor
noticeable spacing,1,descriptor
structured layout,1,descriptor
regular spacing,1,descriptor
road surfaces,1,object
background buildings,1,object
neat rows,1,descriptor
strong order,1,descriptor
not rigidly symmetrical,1,descriptor
clear pathways,1,descriptor
defined green spaces,1,descriptor
architectural structure,1,descriptor
spatial,1,descriptor
systematic manner,1,descriptor
highly coherent,1,descriptor
visual regularity,1,descriptor
condition,1,descriptor
complements,1,descriptor
deliberate placement,1,descriptor
deliberate arrangement,1,descriptor
well-spaced,1,descriptor
structured development,1,object
stark,1,descriptor
intuitive organization,1,descriptor
tactile paths,1,object
visual structure,1,descriptor
clear divisions of space,1,descriptor
landscaped verges,1,object
different directions,1,descriptor
slightly varied styles,1,descriptor
cohesive design,1,descriptor
mental order,1,descriptor
white building,1,object
unified structure,1,descriptor
spaced,1,descriptor
well-kept,1,descriptor
rows,1,descriptor
ongoing disruption,1,descriptor
narrative,1,descriptor
traffic management,1,descriptor
landscaping elements,1,object
domed building,1,object
moderate level of organization,1,descriptor
moderately easy to understand,1,descriptor
somewhat orderly,1,descriptor
varying heights,1,descriptor
infrastructure,1,descriptor
generally maintained,1,descriptor
sightlines,1,object
moderate degree of coherence,1,descriptor
linear fashion,1,descriptor
slightly chaotic,1,descriptor
good urban planning,1,descriptor
basic,1,descriptor
consistent use,1,descriptor
obvious,1,descriptor
memorable,1,descriptor
planting,1,object
natural surroundings,1,descriptor
sections of the landscape,1,object
vehicular paths,1,descriptor
reinforcing,1,descriptor
foreground,1,descriptor
river,1,object
sports fields,1,object
coherent order,1,descriptor
balls,1,object
pedestrian areas,1,descriptor
logically integrated,1,descriptor
clear separations,1,descriptor
seamless order,1,descriptor
move,1,descriptor
temporary barriers,1,object
edges,1,object
understandable space,1,descriptor
profound,1,descriptor
landscaped zones,1,object
disruptive,1,descriptor
uniform design,1,descriptor
visual continuity,1,descriptor
urban planning logic,1,descriptor
varied architectural details,1,descriptor
intended order,1,descriptor
rectangular,1,descriptor
consistent modern architectural style,1,descriptor
decent level of order,1,descriptor
not immediately clear,1,descriptor
work-in-progress,1,descriptor
seating,1,object
planned arrangement,1,descriptor
discernible arrangement,1,descriptor
less structured,1,descriptor
slight contrast,1,descriptor
structured urban features,1,descriptor
symmetrically arranged,1,descriptor
not perfectly harmonious,1,descriptor
strong feeling,1,descriptor
manicured greenery,1,object
structural coherence,1,descriptor
inconsistency,1,descriptor
landscaped area,1,object
generic,1,descriptor
industrial building,1,object
cell tower,1,object
disjointed appearance,1,descriptor
natural place,1,descriptor
physical organization,1,descriptor
facade,1,object
patterned surfaces,1,object
man-made elements,1,object
disordered,1,descriptor
pedestrian crosswalks,1,object
slight disarray,1,descriptor
uniform architectural styles,1,descriptor
apparent,1,descriptor
intricate design,1,descriptor
inherent organization,1,descriptor
basic functionality,1,descriptor
consistent building design,1,descriptor
thoughtful urban planning,1,descriptor
visible hierarchy,1,descriptor
structured greenery,1,object
neatly defined,1,descriptor
spatially coherent,1,descriptor
simple to navigate,1,descriptor
meticulous maintenance,1,descriptor
lack of cohesive design,1,descriptor
dry,1,descriptor
not exceptionally ordered,1,descriptor
clear planning,1,descriptor
discernible system,1,descriptor
high degree of perceived order,1,descriptor
each element has its place,1,descriptor
green belts,1,object
evident,1,descriptor
clear visual structure,1,descriptor
predictable organization,1,descriptor
bike lanes,1,object
roundabout,1,object
orderly fashion,1,descriptor
young,1,descriptor
lack,1,descriptor
sense,1,descriptor
subtle variations,1,descriptor
juxtaposed,1,descriptor
unifying design,1,descriptor
easily discernible order,1,descriptor
piecemeal,1,descriptor
boundaries,1,descriptor
entrances,1,object
not striking,1,descriptor
not easily decipherable,1,descriptor
construction vehicle,1,object
tiles,1,object
systematically placed,1,descriptor
low degree of coherence,1,descriptor
thoughtfully organized,1,descriptor
building structure,1,object
road structures,1,object
compelling,1,descriptor
moderately clear,1,descriptor
lacks profound sense of place,1,descriptor
lacks natural order,1,descriptor
environments,1,object
visible elements,1,descriptor
state of transition,1,descriptor
disrepair,1,descriptor
urban area,1,object
functionality,1,descriptor
natural coherence,1,descriptor
artistic coherence,1,descriptor
thoughtful,1,descriptor
landscapes,1,object
panoramic nature,1,descriptor
clear visual narrative,1,descriptor
not seamlessly integrated,1,descriptor
slightly disjointed,1,descriptor
not strongly designed,1,descriptor
intuitive understanding,1,descriptor
unified physical arrangement,1,descriptor
site,1,object
bordering elements,1,object
seamlessly,1,descriptor
linear organization,1,descriptor
dominant element,1,descriptor
road networks,1,object
imposing,1,descriptor
chaotic element,1,descriptor
dominate,1,descriptor
fallen tree,1,object
gravel,1,object
aesthetic harmony,1,descriptor
inviting order,1,descriptor
intended design,1,descriptor
undeveloped,1,descriptor
minor inconsistencies,1,descriptor
basic structural logic,1,descriptor
building materials,1,object
low coherence,1,descriptor
central dividing strip,1,object
lack of intentional design,1,descriptor
manageability,1,descriptor
spread out,1,descriptor
consistently designed,1,descriptor
concrete surfaces,1,object
aesthetically cohesive,1,descriptor
neatly landscaped,1,descriptor
perfect sense,1,descriptor
unstructured,1,descriptor
sky,1,object
statue,1,object
physical structure,1,descriptor
recreational space,1,object
garage doors,1,object
well organized,1,descriptor
tennis court,1,object
intentional arrangement,1,descriptor
panoramic view,1,descriptor
immediate surroundings,1,descriptor
symmetrical arrangements,1,descriptor
space's structure,1,descriptor
facilitating,1,descriptor
street infrastructure,1,object
park,1,object
interesting,1,descriptor
composition,1,descriptor
uniformly paved,1,descriptor
consistent patterns,1,descriptor
brick paving,1,object
deliberately planned,1,descriptor
neatly contained,1,descriptor
generally organized,1,descriptor
park areas,1,object
less formal,1,descriptor
open grassy areas,1,object
densities,1,descriptor
varied heights,1,descriptor
bordered green spaces,1,object
sports facility,1,object
clear purpose,1,descriptor
entrance structure,1,object
green strip,1,object
recreational facilities,1,object
zones,1,object
underlying design,1,descriptor
plaza,1,object
circular,1,descriptor
guides,1,descriptor
strong structural elements,1,descriptor
clear visual patterns,1,descriptor
well-defined order,1,descriptor
less intentionally designed,1,descriptor
tree-lined streets,1,object
island of greenery,1,object
varying states,1,descriptor
less pristine,1,descriptor
differing,1,descriptor
unified coherence,1,descriptor
designed arrangement,1,descriptor
varying levels,1,descriptor
minor fragmentation,1,descriptor
pond,1,object
ad-hoc,1,descriptor
systematically,1,descriptor
regular placement,1,descriptor
overarching structure,1,descriptor
varied design,1,descriptor
periphery,1,descriptor
wilder growth,1,descriptor
formal,1,descriptor
forking road,1,descriptor
scale,1,descriptor
apparent order,1,descriptor
development,1,object
central road,1,object
readily perceivable,1,descriptor
relatively clear,1,descriptor
designed space,1,descriptor
coherent space,1,descriptor
landscaped sections,1,object
vast,1,descriptor
intricate detail,1,descriptor
modern infrastructure,1,object
curated,1,descriptor
organized spaces,1,descriptor
functional organization,1,descriptor
urban park,1,object
tree-lined verges,1,object
designed landscape,1,descriptor
construction-like elements,1,object
different parts,1,descriptor
flowing patterns,1,descriptor
industrial-looking buildings,1,object
surfaces,1,object
variety,1,descriptor
