keyword,count,type
practical functionality,1,descriptor
bikes,1,object
everyday elements,1,descriptor
typical life,1,descriptor
limited natural elements,1,descriptor
natural elements,1,descriptor
secluded spots,1,descriptor
mental disengagement,1,descriptor
residential street,1,object
apartments,1,object
commonplace setting,1,descriptor
no strong sense of escape,1,descriptor
degree of refuge,1,descriptor
parking area,1,object
connected,1,descriptor
manicured,1,descriptor
public space,1,descriptor
visually pleasing,1,descriptor
difficult to disengage,1,descriptor
everyday worries,1,descriptor
urban pressures,1,descriptor
parking areas,1,object
urban functionality,1,descriptor
uncluttered environment,1,descriptor
open roads,1,object
distinct natural elements,1,descriptor
typical urban,1,descriptor
urban context,1,descriptor
campus routine,1,descriptor
disconnect,1,descriptor
urban park,1,object
everyday distractions,1,descriptor
organized landscaping,1,object
large building,1,object
bicycles,1,object
not a complete refuge,1,descriptor
potential refuge,1,descriptor
paved paths,1,object
utilitarian buildings,1,object
distinct natural refuge,1,descriptor
industrial area,1,object
signs of ongoing work,1,object
disrepair,1,object
functional space,1,object
transitional space,1,object
not a place for respite,1,descriptor
manicured greenery,1,object
dense foliage,1,object
naturalistic,1,descriptor
absence of man-made elements,1,descriptor
conducive to escaping,1,descriptor
urban elements,1,object
construction activity,1,object
lack of natural seclusion,1,descriptor
distraction from obligations,1,descriptor
transitional,1,descriptor
mental reprieve,1,descriptor
industrial elements,1,object
neglected,1,descriptor
retreat,1,descriptor
distant,1,descriptor
industrial-looking buildings,1,object
semi-developed nature,1,object
not a profound refuge,1,descriptor
responsibilities,1,descriptor
immediate concerns,1,descriptor
business park,1,descriptor
abundant,1,descriptor
separate,1,descriptor
immediate,1,descriptor
urbanized,1,descriptor
complete,1,descriptor
daily,1,descriptor
immediate distractions,1,descriptor
distinct escape,1,descriptor
complete mental detachment,1,descriptor
foliage,1,object
winding,1,descriptor
dense,1,descriptor
obscure,1,descriptor
typical,1,descriptor
pause,1,descriptor
cell tower,1,object
semi-natural,1,descriptor
quietness,1,descriptor
man-made,1,descriptor
suburban,1,descriptor
utilitarian paved areas,1,object
not encouraging detachment,1,descriptor
materials,1,object
streetscape,1,object
operational,1,descriptor
work,1,descriptor
disconnection,1,descriptor
routine worries,1,descriptor
getaway,1,descriptor
industrial setting,1,object
concrete surfaces,1,object
plain,1,descriptor
mental break,1,descriptor
everyday tasks,1,descriptor
strong refuge,1,descriptor
campus,1,object
sky,1,object
signage,1,object
limited,1,descriptor
open,1,descriptor
natural pathway,1,object
departure,1,descriptor
typical urban nuisances,1,descriptor
profound sense of detachment,1,descriptor
modern building,1,object
storage,1,descriptor
ordinary,1,descriptor
demanding tasks,1,descriptor
escaping,1,descriptor
disruptive,1,descriptor
difficult,1,descriptor
obligations,1,descriptor
flux,1,descriptor
lack of calm,1,descriptor
urban development,1,object
rubble,1,object
disengaging,1,descriptor
lacks qualities,1,descriptor
daily pressures,1,descriptor
not a retreat,1,descriptor
paved walkways,1,object
remote,1,descriptor
worries,1,descriptor
straight,1,descriptor
parking lots,1,object
functional space,1,descriptor
building,1,object
entrance,1,object
paved street,1,object
managed,1,descriptor
