keyword,count,type
concrete surfaces,1,object
aesthetically cohesive,1,descriptor
neatly laid out,1,descriptor
work site,1,object
pavement,1,object
residential elements,1,object
cracked,1,descriptor
mixed,1,descriptor
easily understood,1,descriptor
visible disarray,1,descriptor
scene,1,object
layout,1,object
general layout,1,descriptor
cohesive,1,descriptor
easily understood structure,1,descriptor
active,1,descriptor
seamlessly,1,descriptor
consistent architectural style,1,descriptor
planned environment,1,descriptor
reasonable degree of order,1,descriptor
perfectly uniform,1,descriptor
natural variations,1,descriptor
slightly detract,1,descriptor
perfect sense of order,1,descriptor
designated spaces,1,object
yellow lines,1,object
building,1,object
infrastructure,1,object
harmoniously arranged,1,descriptor
well-planned,1,descriptor
lined up,1,descriptor
significant,1,descriptor
piles of materials,1,object
extensive,1,descriptor
transition,1,descriptor
construction debris,1,object
parked vehicles,1,object
visible elements,1,descriptor
disorganization,1,descriptor
state of transition,1,descriptor
disrepair,1,descriptor
logical arrangement,1,descriptor
sense of purpose,1,descriptor
easy to follow,1,descriptor
urban landscape,1,descriptor
meticulously planned,1,descriptor
naturally ordered,1,descriptor
streetlights,1,object
clear delineation,1,descriptor
similar style,1,descriptor
disruption,1,descriptor
temporary disorder,1,descriptor
overall coherence,1,descriptor
good sense of order,1,descriptor
ease,1,descriptor
effortless coherence,1,descriptor
