keyword,count,type
evident,2,descriptor
unhindered movement,2,descriptor
some,2,descriptor
sense of potential exploration,2,descriptor
broader environment,2,descriptor
suggesting movement,2,descriptor
vast area,2,descriptor
sense of forward movement,2,descriptor
reasonably large,2,descriptor
open-endedness,2,descriptor
continue,2,descriptor
property lines,2,object
complex,2,object
new areas,2,descriptor
potential discovery,2,descriptor
spatial extent,2,descriptor
suburban area,2,object
expanses,2,descriptor
tree-lined area,2,object
street layout,2,object
lawn areas,2,object
path for exploration,2,descriptor
moderating,2,descriptor
absence of boundaries,2,descriptor
entrance,2,object
not limitless,2,descriptor
winding road,2,object
nature,2,descriptor
overall vista,2,descriptor
unexplored territory,2,descriptor
path forward,2,descriptor
gate,2,object
grassy,2,descriptor
park-like areas,2,object
uniformity,2,descriptor
campus grounds,2,object
some movement,2,descriptor
not entirely restrictive,2,descriptor
significant boundaries,2,descriptor
unclear,2,descriptor
extensive exploration opportunities,2,descriptor
boundless freedom,2,descriptor
certain directions,2,descriptor
sense of boundless exploration,2,descriptor
sense of depth,2,descriptor
water feature,2,object
sense of expanse,2,descriptor
debris,2,object
moderate score for scope,2,descriptor
clear indications,2,descriptor
parking,2,object
expansive possibility,2,descriptor
waterfront,2,object
urban elements,2,object
contained space,2,descriptor
different areas,2,descriptor
reasonable sense of openness,2,descriptor
natural landscape,2,object
grand scale,2,descriptor
open nature,2,descriptor
institutional buildings,2,object
borders,2,descriptor
clear delineation,2,descriptor
foreground,2,object
extended,2,descriptor
flanking,2,descriptor
marked roads,2,object
scene,2,descriptor
built,2,descriptor
strong,2,descriptor
urban layout,2,object
panorama,2,descriptor
sense of scale,2,descriptor
building perimeters,2,object
layout,2,object
route,2,object
complex,2,descriptor
room to wander,2,descriptor
limit movement,2,descriptor
multitude,2,descriptor
lacking,2,descriptor
urban design,2,object
not extensive possibilities,2,descriptor
parked,2,descriptor
leading,2,descriptor
opportunity for movement,2,descriptor
walkway,2,object
urban development,2,descriptor
panorama,2,object
specific area,2,descriptor
less expansive,2,descriptor
grass,2,object
good scope,2,descriptor
unconstrained,2,descriptor
natural surroundings,2,object
impression,2,descriptor
length,2,descriptor
numerous pathways,2,descriptor
boundary,2,descriptor
less freedom,2,descriptor
lack of boundaries,2,descriptor
further exploration possibilities,2,descriptor
visible elements,2,descriptor
car,2,object
vehicle,2,object
new perspectives,2,descriptor
significant opportunities,2,descriptor
vast open areas,2,descriptor
encourages exploration,2,descriptor
nature,2,object
good,2,descriptor
partially obscured,2,descriptor
bridges,2,object
campus buildings,2,object
exploration potential,2,descriptor
tennis court,2,object
tree-lined areas,2,object
confines,2,descriptor
visible area,2,object
view,2,object
neatly trimmed,2,descriptor
vast open space,2,descriptor
connected,2,descriptor
overgrown,2,descriptor
diverse directions,2,descriptor
ample opportunities,2,descriptor
parking spaces,2,object
onward progression,2,descriptor
available,2,descriptor
overall width,2,descriptor
moderate size,2,descriptor
unlimited possibilities,2,descriptor
moderate score,2,descriptor
enough,2,descriptor
sense of progression,2,descriptor
not fully revealed,2,descriptor
limited visibility,2,descriptor
infinite,2,descriptor
space for movement,2,descriptor
visual,2,descriptor
not endless,2,descriptor
limited visual depth,2,descriptor
few directions,2,descriptor
courtyard,2,object
potential for venturing,2,descriptor
defined areas,2,descriptor
urban planning,2,object
feeling,2,descriptor
visible environment,2,descriptor
ample opportunity,2,descriptor
developed,2,descriptor
expanse,2,object
visible distances,2,descriptor
rolling,2,descriptor
tree,2,object
traversed,2,descriptor
parkland,2,object
clear pathways,2,descriptor
constrained view,2,descriptor
urban environment,2,descriptor
restrictions,2,descriptor
feeling of freedom,2,descriptor
uniform,2,descriptor
decent amount of space,2,descriptor
few limitations,2,descriptor
doesn't convey vastness,2,descriptor
limited opportunities,2,descriptor
branches out,2,descriptor
general layout,2,descriptor
building fronts,2,object
further areas to discover,2,descriptor
primary direction,2,descriptor
specific destinations,2,descriptor
residential blocks,2,object
moderately good,2,descriptor
natural areas,2,object
lower score for scope,2,descriptor
consistent,2,descriptor
not being overly confined,2,descriptor
construction site,2,object
open possibilities,2,descriptor
vast sense of openness,2,descriptor
architecture,2,object
reasonable extent,2,descriptor
construction zone,2,object
branch out,2,descriptor
distant views,2,descriptor
considerable area,2,descriptor
modern,2,descriptor
avenue,2,object
immediate confinement,2,descriptor
utilitarian,2,descriptor
constrain,2,descriptor
pedestrian areas,2,object
campus-like,2,descriptor
infrastructure,2,descriptor
traffic lanes,2,object
perceived openness,2,descriptor
spatial freedom,2,descriptor
directional,2,descriptor
multiple exploration directions,2,descriptor
great scope,1,descriptor
feeling of boundless,1,descriptor
implicit,1,descriptor
unimpeded exploration,1,descriptor
urban elements,1,descriptor
parked areas,1,object
natural expanses,1,object
distant horizons,1,object
move along,1,descriptor
new aspects,1,descriptor
space to explore,1,descriptor
obstructions,1,descriptor
multitude of unexplored directions,1,descriptor
urban environment,1,object
potentially,1,descriptor
forward progression,1,descriptor
temporary,1,descriptor
not a vast wilderness,1,descriptor
subtle,1,descriptor
constructed boundaries,1,descriptor
gated entrances,1,object
multiple diverging paths,1,descriptor
network of pathways,1,object
road intersection,1,object
unfettered,1,descriptor
focused,1,descriptor
restorative,1,descriptor
green lawns,1,object
freedom for exploration,1,descriptor
dominant,1,descriptor
movement in multiple directions,1,descriptor
not vast openness,1,descriptor
free movement,1,descriptor
urban landscaping,1,descriptor
boundless openness,1,descriptor
new discoveries,1,descriptor
contained area,1,descriptor
feeling of scope,1,descriptor
canal walls,1,object
multiple pathways,1,object
recreational facilities,1,object
limited exploration potential,1,descriptor
no immediate barriers,1,descriptor
horizon line,1,object
significant presence,1,descriptor
fair sense of scope,1,descriptor
depicted space,1,descriptor
overall openness,1,descriptor
wide open,1,descriptor
concrete areas,1,object
specific boundaries,1,descriptor
sports facility,1,object
flat,1,descriptor
expanses,1,object
limiting boundaries,1,descriptor
without immediate boundaries,1,descriptor
street edges,1,object
thoroughfare area,1,object
creates visual depth,1,descriptor
basketball court,1,object
venturing freely,1,descriptor
wooded area,1,object
wilder areas,1,object
defined path,1,object
exploratory possibilities,1,descriptor
expanse of water,1,object
natural surroundings,1,descriptor
extensive freedom,1,descriptor
defined route,1,descriptor
moderate perception of scope,1,descriptor
feeling of space,1,descriptor
truly expansive,1,descriptor
wall,1,object
moderately defined,1,descriptor
suggests depth,1,descriptor
predefined,1,descriptor
full sense of boundless exploration,1,descriptor
curving road,1,object
less clear,1,descriptor
landscaped sections,1,object
open-ended exploration,1,descriptor
street perspective,1,descriptor
structured nature,1,descriptor
inviting,1,descriptor
man-made structures,1,object
not an invitation to explore freely,1,descriptor
road system,1,object
straightforward,1,descriptor
unboundedness,1,descriptor
proximity,1,descriptor
construction areas,1,object
dominates,1,descriptor
overall visual impression,1,descriptor
railings,1,object
environments,1,object
image,1,object
potential for moving,1,descriptor
visual field,1,object
properties,1,object
not boundless possibilities,1,descriptor
university campus,1,object
lower,1,descriptor
overwhelming sense,1,descriptor
lack of barriers,1,descriptor
facade,1,object
waterfront area,1,object
particular,1,descriptor
moderately open,1,descriptor
sense,1,descriptor
large enough,1,descriptor
considerable length,1,descriptor
scope for exploration,1,descriptor
construction work,1,object
defining,1,descriptor
waterways,1,object
particular direction,1,descriptor
larger context,1,descriptor
feeling of depth,1,descriptor
space to move around,1,descriptor
visual cues of continuation,1,descriptor
relatively straight,1,descriptor
residential development,1,object
sense of passage,1,descriptor
free roaming,1,descriptor
several,1,descriptor
multitude of directions,1,descriptor
continuing,1,descriptor
campus setting,1,descriptor
larger spaces,1,descriptor
defined boundary,1,descriptor
potential for discovery,1,descriptor
traffic flow,1,descriptor
moderate sense of freedom,1,descriptor
extensive wandering,1,descriptor
road markings,1,object
structure,1,descriptor
urban corridor,1,descriptor
extended space,1,descriptor
visual openness,1,descriptor
potential directions,1,descriptor
diverse areas,1,descriptor
novel discovery,1,descriptor
overall scope,1,descriptor
far,1,descriptor
potential pathways,1,descriptor
likely present,1,descriptor
natural space,1,descriptor
continuous path,1,descriptor
fork,1,descriptor
relatively contained,1,descriptor
strong visual cues,1,descriptor
numerous diverging paths,1,descriptor
moderate movement,1,descriptor
tightly enclosed,1,descriptor
exploratory,1,descriptor
predictable pathways,1,descriptor
generous,1,descriptor
relatively low,1,descriptor
residential street,1,object
network of pathways,1,descriptor
severe boundaries,1,descriptor
enclosed space,1,descriptor
feeling of possibility,1,descriptor
few immediate limitations,1,descriptor
ample visual extent,1,descriptor
apparent layout,1,descriptor
general openness,1,descriptor
traversable,1,descriptor
considerable distance,1,descriptor
clear demarcations,1,descriptor
moderate sense of exploration,1,descriptor
public amenity area,1,object
central area,1,object
parallel parking,1,object
urban space,1,object
unexplored expanses,1,descriptor
wide range of directions,1,descriptor
freedom to roam,1,descriptor
unbounded sense of spaciousness,1,descriptor
moderate opportunities,1,descriptor
landscaping elements,1,object
gradual,1,descriptor
overwhelmingly vast,1,descriptor
completely unrestricted,1,descriptor
few immediate barriers,1,descriptor
clear lines of sight,1,descriptor
reasonable amount,1,descriptor
varied environments,1,descriptor
wild natural setting,1,descriptor
urban boundaries,1,object
limited pedestrian activity,1,descriptor
visible directions,1,descriptor
main road,1,object
linearity,1,descriptor
extensive open spaces,1,descriptor
potential journey,1,descriptor
urban skyline,1,object
fork in the road,1,object
visible development,1,descriptor
apartment complex,1,object
lane dividers,1,object
paved pathways,1,object
wider area,1,descriptor
clear direction,1,descriptor
open horizons,1,descriptor
river,1,object
ample room for movement,1,descriptor
freedom to explore,1,descriptor
stadium structure,1,object
multiple paths,1,descriptor
residential structures,1,object
limited perception,1,descriptor
moderate sense of space,1,descriptor
limited possibilities for exploration,1,descriptor
more,1,descriptor
routes,1,object
developed zone,1,object
naturalistic,1,descriptor
diverging paths,1,descriptor
perceived exploration,1,descriptor
distinct areas,1,descriptor
relative freedom,1,descriptor
branching paths,1,object
middle,1,descriptor
not strongly suggest vastness,1,descriptor
multitude of exploration possibilities,1,descriptor
large enough to explore,1,descriptor
good capacity for movement,1,descriptor
defined parameters,1,descriptor
significant barriers,1,descriptor
reasonably open,1,descriptor
moderately expansive area,1,descriptor
main street,1,object
fairly good,1,descriptor
defined urban path,1,descriptor
landscaped,1,descriptor
perceived breadth,1,descriptor
controlled environment,1,descriptor
greater sense of scope,1,descriptor
sense of continuation,1,descriptor
visual focus,1,descriptor
network of paths,1,descriptor
limited visual extent,1,descriptor
uncharted territories,1,descriptor
venturing further,1,descriptor
continuing journey,1,descriptor
infinite exploration,1,descriptor
constructed elements,1,descriptor
visible boundaries,1,object
not open-ended,1,descriptor
room to move around,1,descriptor
maintained,1,descriptor
space to move,1,descriptor
not limitless possibilities,1,descriptor
clear demarcation,1,descriptor
vast expanses,1,descriptor
immediate visual frame,1,descriptor
possible,1,descriptor
defined layout,1,descriptor
zones,1,object
primarily,1,descriptor
considerable scale,1,descriptor
adjoining,1,descriptor
visible urban context,1,descriptor
pedestrian pathways,1,object
potential areas,1,descriptor
limited visible features,1,descriptor
not infinite possibility,1,descriptor
surrounding landscape,1,object
clear routes,1,descriptor
open exploration potential,1,descriptor
natural boundary,1,descriptor
general,1,descriptor
perceived potential,1,descriptor
complex natural formations,1,descriptor
some area for movement,1,descriptor
distant structure,1,object
allow for movement,1,descriptor
larger urban context,1,descriptor
surrounding buildings,1,object
trails,1,object
seating,1,object
somewhat,1,descriptor
traversal,1,descriptor
clearly marked,1,descriptor
adequate,1,descriptor
areas to move through,1,descriptor
limited extent,1,descriptor
unbounded environment,1,descriptor
fenced in,1,descriptor
spatial depth,1,descriptor
infinite possibilities,1,descriptor
see,1,descriptor
walk,1,object
not encourage,1,descriptor
unlimited movement,1,descriptor
onward,1,descriptor
limited possibility for exploration,1,descriptor
no expansive vistas,1,descriptor
somewhat constrained,1,descriptor
turns,1,object
building's structure,1,object
cones,1,object
overall exploration possibilities,1,descriptor
moderately positive,1,descriptor
extending outwards,1,descriptor
available space,1,descriptor
directions for exploration,1,descriptor
specific function,1,descriptor
private properties,1,object
limitlessly large,1,descriptor
disappears,1,descriptor
fenced perimeters,1,object
limitless movement,1,descriptor
strongly invite,1,descriptor
impression of space,1,descriptor
sufficiently expansive,1,descriptor
uninterrupted landscape,1,descriptor
moderately large,1,descriptor
road structure,1,object
urban surroundings,1,object
overall sense of vastness,1,descriptor
long view,1,descriptor
established,1,descriptor
boundless wandering,1,descriptor
adjacent areas,1,object
larger unexplored landscape,1,descriptor
sense of potential,1,descriptor
facilities,1,object
clear road structure,1,descriptor
paved path,1,object
reasonable degree,1,descriptor
residential areas,1,object
traversing,1,descriptor
walking,1,descriptor
traffic barriers,1,object
adjacent path,1,object
overwhelming vastness,1,descriptor
grassy fields,1,object
expansive feeling,1,descriptor
diverging exploration possibilities,1,descriptor
orderliness,1,descriptor
varied paths,1,descriptor
long straight road,1,object
without limits,1,descriptor
freely move,1,descriptor
large green field,1,object
underlying boundaries,1,descriptor
defined streets,1,descriptor
depicted area,1,descriptor
considerable space,1,descriptor
sense of going somewhere,1,descriptor
clear view,1,descriptor
street boundaries,1,object
invites extensive movement,1,descriptor
green patches,1,object
developed area,1,object
apartment complexes,1,object
established paths,1,descriptor
visible space,1,descriptor
unlimited scope,1,descriptor
deeper,1,descriptor
limited directions,1,descriptor
varied experiences,1,descriptor
unexplored areas,1,descriptor
not particularly expansive,1,descriptor
moderately scoped,1,descriptor
contained environment,1,descriptor
potential routes,1,descriptor
lack of open vistas,1,descriptor
immediate urban context,1,descriptor
gated entrance,1,object
not many opportunities,1,descriptor
exploration areas,1,object
tightly packed,1,descriptor
feel expansive,1,descriptor
invites,1,descriptor
feeling of some containment,1,descriptor
vanishing point,1,descriptor
leading into the distance,1,descriptor
move around,1,descriptor
pavement,1,object
multi-story,1,descriptor
urban sprawl,1,descriptor
subtly limited,1,descriptor
blend,1,descriptor
spatial continuity,1,descriptor
moderately high score,1,descriptor
commercial setting,1,object
predominantly defined,1,descriptor
boundless scope,1,descriptor
reasonable degree of exploration,1,descriptor
areas beyond,1,descriptor
possibility of discovering more,1,descriptor
move around freely,1,descriptor
varied pathways,1,descriptor
imply,1,descriptor
larger than immediate perception,1,descriptor
open paved areas,1,object
visual enclosure,1,descriptor
lack of open areas,1,descriptor
branching paths,1,descriptor
natural landscapes,1,descriptor
possibility of movement,1,descriptor
well-planned,1,descriptor
patches,1,object
suburban setting,1,object
grassy space,1,object
clear limits,1,descriptor
surrounding areas,1,object
sides of roads,1,object
limited perceived scope,1,descriptor
concrete wall,1,object
visible pathways,1,descriptor
not entirely expansive,1,descriptor
designated routes,1,descriptor
well-kept,1,descriptor
confining,1,descriptor
potential boundaries,1,descriptor
moderately spacious,1,descriptor
contained nature,1,descriptor
discovering new directions,1,descriptor
feeling of movement,1,descriptor
verdant,1,descriptor
leading away,1,descriptor
sufficient room for movement,1,descriptor
not exceptionally high,1,descriptor
business district,1,object
fenced,1,descriptor
organized layout,1,descriptor
sightlines,1,object
storage tanks,1,object
concrete lots,1,object
surrounding infrastructure,1,object
intersecting roads,1,object
lack of clutter,1,descriptor
forest,1,object
broader scope,1,descriptor
building walls,1,object
natural vistas,1,descriptor
relatively uniform,1,descriptor
many cues,1,descriptor
lack of defined boundaries,1,descriptor
extensive natural environments,1,descriptor
degree of containment,1,descriptor
lack of limits,1,descriptor
pedestrian routes,1,object
free-form,1,descriptor
wide-open,1,descriptor
expansive views,1,descriptor
move freely,1,descriptor
encountering limitations,1,descriptor
areas of active work,1,object
not overtly restrictive,1,descriptor
urban street context,1,descriptor
potentially large area,1,descriptor
lack of varied natural elements,1,descriptor
distinct destinations,1,descriptor
limited feeling of extensive exploration possibilities,1,descriptor
spatial breadth,1,descriptor
man-made,1,descriptor
not extensive exploratory potential,1,descriptor
stretches out,1,descriptor
less bounded,1,descriptor
tree-lined avenues,1,object
bounded impression,1,descriptor
open vistas,1,descriptor
numerous branching paths,1,descriptor
visible progression,1,descriptor
beyond,1,descriptor
movement,1,object
industrial zone,1,object
ongoing construction,1,descriptor
tree cover,1,object
multiple exploration opportunities,1,descriptor
broad horizons,1,descriptor
encompasses,1,descriptor
few immediate visual boundaries,1,descriptor
marked roadways,1,object
